Train;Time;Event type;Resource;Gate;Complement;
Train851;d5 16:25:0;EnterResource;TrackGroup1;A7;;
Train851;d5 16:25:0;ExitResource;TrackGroup1;A7;;
Train851;d5 16:25:0;EnterResource;Platform7;B1;;
Train851;d5 16:25:0;Arrival;Platform7;;Arrival851;
Train851;d5 16:25:0;ExitResource;Platform7;B1;;
Train851;d5 16:35:0;EnterResource;Platform7;B1;;
Train851;d5 16:35:0;Departure;Platform7;;Dep852;
Train851;d5 16:35:0;ExitResource;Platform7;B1;;
Train851;d5 16:35:0;EnterResource;TrackGroup1;A1;;
Train851;d5 16:35:0;ExitResource;TrackGroup1;B9;;
Train851;d5 16:35:0;EnterResource;TrackGroup3;A1;;
Train851;d5 16:35:0;ExitResource;TrackGroup3;B5;;
Train851;d5 16:35:0;EnterResource;TrackGroup8;A1;;
Train851;d5 16:35:0;ExitResource;TrackGroup8;B3;;
Train851;d5 16:35:0;EnterResource;TrackGroup10;A1;;
Train851;d5 16:35:0;ExitResource;TrackGroup10;B1;;
Train851;d5 16:35:0;ExitSystem;TrackGroup10;;;
Train852;d5 16:54:0;EnterSystem;TrackGroup10;;;
Train852;d5 16:54:0;EnterResource;TrackGroup10;B1;;
Train852;d5 16:54:0;ExitResource;TrackGroup10;A3;;
Train852;d5 16:54:0;EnterResource;TrackGroup8;B1;;
Train852;d5 16:54:0;ExitResource;TrackGroup8;A1;;
Train852;d5 16:54:0;EnterResource;TrackGroup3;B1;;
Train852;d5 16:54:0;ExitResource;TrackGroup3;A1;;
Train852;d5 16:54:0;EnterResource;TrackGroup1;A7;;
Train852;d5 16:54:0;ExitResource;TrackGroup1;A7;;
Train852;d5 16:54:0;EnterResource;Platform7;B1;;
Train852;d5 16:54:0;Arrival;Platform7;;Arrival852;
Train852;d5 16:54:0;ExitResource;Platform7;B1;;
Train852;d5 16:5:0;EnterResource;Platform7;B1;;
Train852;d5 16:5:0;Departure;Platform7;;Dep840;
Train852;d5 16:5:0;ExitResource;Platform7;B1;;
Train852;d5 16:5:0;EnterResource;TrackGroup1;A7;;
Train852;d5 16:5:0;ExitResource;TrackGroup1;B9;;
Train852;d5 16:5:0;EnterResource;TrackGroup3;A1;;
Train852;d5 16:5:0;ExitResource;TrackGroup3;B1;;
Train852;d5 16:5:0;EnterResource;TrackGroup6;A1;;
Train852;d5 16:5:0;ExitResource;TrackGroup6;B1;;
Train852;d5 16:5:0;EnterResource;TrackGroup7;A3;;
Train852;d5 16:5:0;ExitResource;TrackGroup7;B7;;
Train852;d5 16:5:0;ExitSystem;TrackGroup7;;;
Train853;d5 16:54:0;EnterSystem;TrackGroup10;;;
Train853;d5 16:54:0;EnterResource;TrackGroup10;B1;;
Train853;d5 16:54:0;ExitResource;TrackGroup10;A3;;
Train853;d5 16:54:0;EnterResource;TrackGroup8;B1;;
Train853;d5 16:54:0;ExitResource;TrackGroup8;A1;;
Train853;d5 16:54:0;EnterResource;TrackGroup3;B1;;
Train853;d5 16:54:0;ExitResource;TrackGroup3;A1;;
Train853;d5 16:54:0;EnterResource;TrackGroup1;A7;;
Train853;d5 16:54:0;ExitResource;TrackGroup1;A7;;
Train853;d5 16:54:0;EnterResource;Platform7;B1;;
Train853;d5 16:54:0;Arrival;Platform7;;Arrival853;
Train853;d5 16:54:0;ExitResource;Platform7;B1;;
Train853;d5 16:5:0;EnterResource;Platform7;B1;;
Train853;d5 16:5:0;Departure;Platform7;;Dep841;
Train853;d5 16:5:0;ExitResource;Platform7;B1;;
Train853;d5 16:5:0;EnterResource;TrackGroup1;A1;;
Train853;d5 16:5:0;ExitResource;TrackGroup1;B9;;
Train853;d5 16:5:0;EnterResource;TrackGroup3;A1;;
Train853;d5 16:5:0;ExitResource;TrackGroup3;B5;;
Train853;d5 16:5:0;EnterResource;TrackGroup8;A1;;
Train853;d5 16:5:0;ExitResource;TrackGroup8;B3;;
Train853;d5 16:5:0;EnterResource;TrackGroup10;A1;;
Train853;d5 16:5:0;ExitResource;TrackGroup10;B1;;
Train853;d5 16:5:0;ExitSystem;TrackGroup10;;;
Train854;d5 16:54:0;EnterSystem;TrackGroup7;;;
Train854;d5 16:54:0;EnterResource;TrackGroup7;B1;;
Train854;d5 16:54:0;ExitResource;TrackGroup7;A3;;
Train854;d5 16:54:0;EnterResource;TrackGroup6;B1;;
Train854;d5 16:54:0;ExitResource;TrackGroup6;A1;;
Train854;d5 16:54:0;EnterResource;TrackGroup3;B1;;
Train854;d5 16:54:0;ExitResource;TrackGroup3;A1;;
Train854;d5 16:54:0;EnterResource;TrackGroup1;B9;;
Train854;d5 16:54:0;ExitResource;TrackGroup1;A7;;
Train854;d5 16:54:0;EnterResource;Platform7;B1;;
Train854;d5 16:54:0;Arrival;Platform7;;Arrival854;
Train854;d5 16:54:0;ExitResource;Platform7;B1;;
Train854;d5 16:5:0;EnterResource;Platform7;B1;;
Train854;d5 16:5:0;Departure;Platform7;;Dep842;
Train854;d5 16:5:0;ExitResource;Platform7;B1;;
Train854;d5 16:5:0;EnterResource;TrackGroup1;A1;;
Train854;d5 16:5:0;ExitResource;TrackGroup1;B9;;
Train854;d5 16:5:0;EnterResource;TrackGroup3;A1;;
Train854;d5 16:5:0;ExitResource;TrackGroup3;B5;;
Train854;d5 16:5:0;EnterResource;TrackGroup8;A1;;
Train854;d5 16:5:0;ExitResource;TrackGroup8;B3;;
Train854;d5 16:5:0;EnterResource;TrackGroup10;A1;;
Train854;d5 16:5:0;ExitResource;TrackGroup10;B1;;
Train854;d5 16:5:0;ExitSystem;TrackGroup10;;;
Train855;d5 17:9:0;EnterSystem;TrackGroup7;;;
Train855;d5 17:9:0;EnterResource;TrackGroup7;B1;;
Train855;d5 17:9:0;ExitResource;TrackGroup7;A3;;
Train855;d5 17:9:0;EnterResource;TrackGroup6;B1;;
Train855;d5 17:9:0;ExitResource;TrackGroup6;A1;;
Train855;d5 17:9:0;EnterResource;TrackGroup3;B1;;
Train855;d5 17:9:0;ExitResource;TrackGroup3;A1;;
Train855;d5 17:9:0;EnterResource;TrackGroup1;B9;;
Train855;d5 17:9:0;ExitResource;TrackGroup1;A7;;
Train855;d5 17:9:0;EnterResource;Platform7;B1;;
Train855;d5 17:9:0;Arrival;Platform7;;Arrival855;
Train855;d5 17:9:0;ExitResource;Platform7;B1;;
Train855;d5 16:6:0;EnterResource;Platform7;B1;;
Train855;d5 16:6:0;Departure;Platform7;;Dep843;
Train855;d5 16:6:0;ExitResource;Platform7;B1;;
Train855;d5 16:6:0;EnterResource;TrackGroup1;A7;;
Train855;d5 16:6:0;ExitResource;TrackGroup1;B9;;
Train855;d5 16:6:0;EnterResource;TrackGroup3;A1;;
Train855;d5 16:6:0;ExitResource;TrackGroup3;B1;;
Train855;d5 16:6:0;EnterResource;TrackGroup6;A1;;
Train855;d5 16:6:0;ExitResource;TrackGroup6;B1;;
Train855;d5 16:6:0;EnterResource;TrackGroup7;A3;;
Train855;d5 16:6:0;ExitResource;TrackGroup7;B7;;
Train855;d5 16:6:0;ExitSystem;TrackGroup7;;;
Train856;d5 17:17:0;EnterSystem;TrackGroup7;;;
Train856;d5 17:17:0;EnterResource;TrackGroup7;B1;;
Train856;d5 17:17:0;ExitResource;TrackGroup7;A3;;
Train856;d5 17:17:0;EnterResource;TrackGroup6;B1;;
Train856;d5 17:17:0;ExitResource;TrackGroup6;A1;;
Train856;d5 17:17:0;EnterResource;TrackGroup3;B1;;
Train856;d5 17:17:0;ExitResource;TrackGroup3;A1;;
Train856;d5 17:17:0;EnterResource;TrackGroup1;B9;;
Train856;d5 17:17:0;ExitResource;TrackGroup1;A7;;
Train856;d5 17:17:0;EnterResource;Platform7;B1;;
Train856;d5 17:17:0;Arrival;Platform7;;Arrival856;
Train856;d5 17:17:0;ExitResource;Platform7;B1;;
Train856;d5 16:6:0;EnterResource;Platform7;B1;;
Train856;d5 16:6:0;Departure;Platform7;;Dep844;
Train856;d5 16:6:0;ExitResource;Platform7;B1;;
Train856;d5 16:6:0;EnterResource;TrackGroup1;A7;;
Train856;d5 16:6:0;ExitResource;TrackGroup1;B9;;
Train856;d5 16:6:0;EnterResource;TrackGroup3;A1;;
Train856;d5 16:6:0;ExitResource;TrackGroup3;B1;;
Train856;d5 16:6:0;EnterResource;TrackGroup6;A1;;
Train856;d5 16:6:0;ExitResource;TrackGroup6;B1;;
Train856;d5 16:6:0;EnterResource;TrackGroup7;A3;;
Train856;d5 16:6:0;ExitResource;TrackGroup7;B7;;
Train856;d5 16:6:0;ExitSystem;TrackGroup7;;;
Train857;d5 17:18:0;EnterSystem;TrackGroup7;;;
Train857;d5 17:18:0;EnterResource;TrackGroup7;B1;;
Train857;d5 17:18:0;ExitResource;TrackGroup7;A3;;
Train857;d5 17:18:0;EnterResource;TrackGroup6;B1;;
Train857;d5 17:18:0;ExitResource;TrackGroup6;A1;;
Train857;d5 17:18:0;EnterResource;TrackGroup3;B1;;
Train857;d5 17:18:0;ExitResource;TrackGroup3;A1;;
Train857;d5 17:18:0;EnterResource;TrackGroup1;B9;;
Train857;d5 17:18:0;ExitResource;TrackGroup1;A7;;
Train857;d5 17:18:0;EnterResource;Platform7;B1;;
Train857;d5 17:18:0;Arrival;Platform7;;Arrival857;
Train857;d5 17:18:0;ExitResource;Platform7;B1;;
Train857;d5 16:16:0;EnterResource;Platform7;B1;;
Train857;d5 16:16:0;Departure;Platform7;;Dep846;
Train857;d5 16:16:0;ExitResource;Platform7;B1;;
Train857;d5 16:16:0;EnterResource;TrackGroup1;A7;;
Train857;d5 16:16:0;ExitResource;TrackGroup1;B9;;
Train857;d5 16:16:0;EnterResource;TrackGroup3;A1;;
Train857;d5 16:16:0;ExitResource;TrackGroup3;B1;;
Train857;d5 16:16:0;EnterResource;TrackGroup6;A1;;
Train857;d5 16:16:0;ExitResource;TrackGroup6;B1;;
Train857;d5 16:16:0;EnterResource;TrackGroup7;A3;;
Train857;d5 16:16:0;ExitResource;TrackGroup7;B7;;
Train857;d5 16:16:0;ExitSystem;TrackGroup7;;;
Train858;d5 17:21:0;EnterSystem;TrackGroup7;;;
Train858;d5 17:21:0;EnterResource;TrackGroup7;B1;;
Train858;d5 17:21:0;ExitResource;TrackGroup7;A3;;
Train858;d5 17:21:0;EnterResource;TrackGroup6;B1;;
Train858;d5 17:21:0;ExitResource;TrackGroup6;A1;;
Train858;d5 17:21:0;EnterResource;TrackGroup3;B1;;
Train858;d5 17:21:0;ExitResource;TrackGroup3;A1;;
Train858;d5 17:21:0;EnterResource;TrackGroup1;B9;;
Train858;d5 17:21:0;ExitResource;TrackGroup1;A7;;
Train858;d5 17:21:0;EnterResource;Platform7;B1;;
Train858;d5 17:21:0;Arrival;Platform7;;Arrival858;
Train858;d5 17:21:0;ExitResource;Platform7;B1;;
Train858;d5 16:32:0;EnterResource;Platform7;B1;;
Train858;d5 16:32:0;Departure;Platform7;;Dep848;
Train858;d5 16:32:0;ExitResource;Platform7;B1;;
Train858;d5 16:32:0;EnterResource;TrackGroup1;A7;;
Train858;d5 16:32:0;ExitResource;TrackGroup1;B9;;
Train858;d5 16:32:0;EnterResource;TrackGroup3;A1;;
Train858;d5 16:32:0;ExitResource;TrackGroup3;B1;;
Train858;d5 16:32:0;EnterResource;TrackGroup6;A1;;
Train858;d5 16:32:0;ExitResource;TrackGroup6;B1;;
Train858;d5 16:32:0;EnterResource;TrackGroup7;A3;;
Train858;d5 16:32:0;ExitResource;TrackGroup7;B7;;
Train858;d5 16:32:0;ExitSystem;TrackGroup7;;;
Train859;d5 17:21:0;EnterSystem;TrackGroup7;;;
Train859;d5 17:21:0;EnterResource;TrackGroup7;B1;;
Train859;d5 17:21:0;ExitResource;TrackGroup7;A3;;
Train859;d5 17:21:0;EnterResource;TrackGroup6;B1;;
Train859;d5 17:21:0;ExitResource;TrackGroup6;A1;;
Train859;d5 17:21:0;EnterResource;TrackGroup3;B1;;
Train859;d5 17:21:0;ExitResource;TrackGroup3;A1;;
Train859;d5 17:21:0;EnterResource;TrackGroup1;B9;;
Train859;d5 17:21:0;ExitResource;TrackGroup1;A7;;
Train859;d5 17:21:0;EnterResource;Platform7;B1;;
Train859;d5 17:21:0;Arrival;Platform7;;Arrival859;
Train859;d5 17:21:0;ExitResource;Platform7;B1;;
Train859;d5 17:35:0;EnterResource;Platform7;B1;;
Train859;d5 17:35:0;Departure;Platform7;;Dep871;
Train859;d5 17:35:0;ExitResource;Platform7;B1;;
Train859;d5 17:35:0;EnterResource;TrackGroup1;A7;;
Train859;d5 17:35:0;ExitResource;TrackGroup1;B9;;
Train859;d5 17:35:0;EnterResource;TrackGroup3;A1;;
Train859;d5 17:35:0;ExitResource;TrackGroup3;B1;;
Train859;d5 17:35:0;EnterResource;TrackGroup6;A1;;
Train859;d5 17:35:0;ExitResource;TrackGroup6;B1;;
Train859;d5 17:35:0;EnterResource;TrackGroup7;A3;;
Train859;d5 17:35:0;ExitResource;TrackGroup7;B7;;
Train859;d5 17:35:0;ExitSystem;TrackGroup7;;;
Train860;d5 17:24:0;EnterSystem;TrackGroup7;;;
Train860;d5 17:24:0;EnterResource;TrackGroup7;B1;;
Train860;d5 17:24:0;ExitResource;TrackGroup7;A3;;
Train860;d5 17:24:0;EnterResource;TrackGroup6;B1;;
Train860;d5 17:24:0;ExitResource;TrackGroup6;A1;;
Train860;d5 17:24:0;EnterResource;TrackGroup3;B1;;
Train860;d5 17:24:0;ExitResource;TrackGroup3;A1;;
Train860;d5 17:24:0;EnterResource;TrackGroup1;B9;;
Train860;d5 17:24:0;ExitResource;TrackGroup1;A7;;
Train860;d5 17:24:0;EnterResource;Platform7;B1;;
Train860;d5 17:24:0;Arrival;Platform7;;Arrival860;
Train860;d5 17:24:0;ExitResource;Platform7;B1;;
Train860;d5 17:40:0;EnterResource;Platform7;B1;;
Train860;d5 17:40:0;Departure;Platform7;;Dep873;
Train860;d5 17:40:0;ExitResource;Platform7;B1;;
Train860;d5 17:40:0;EnterResource;TrackGroup1;A1;;
Train860;d5 17:40:0;ExitResource;TrackGroup1;B9;;
Train860;d5 17:40:0;EnterResource;TrackGroup3;A1;;
Train860;d5 17:40:0;ExitResource;TrackGroup3;B5;;
Train860;d5 17:40:0;EnterResource;TrackGroup8;A1;;
Train860;d5 17:40:0;ExitResource;TrackGroup8;B3;;
Train860;d5 17:40:0;EnterResource;TrackGroup10;A1;;
Train860;d5 17:40:0;ExitResource;TrackGroup10;B1;;
Train860;d5 17:40:0;ExitSystem;TrackGroup10;;;
Train861;d5 17:28:0;EnterSystem;TrackGroup10;;;
Train861;d5 17:28:0;EnterResource;TrackGroup10;B1;;
Train861;d5 17:28:0;ExitResource;TrackGroup10;A3;;
Train861;d5 17:28:0;EnterResource;TrackGroup8;B1;;
Train861;d5 17:28:0;ExitResource;TrackGroup8;A1;;
Train861;d5 17:28:0;EnterResource;TrackGroup3;B1;;
Train861;d5 17:28:0;ExitResource;TrackGroup3;A1;;
Train861;d5 17:28:0;EnterResource;TrackGroup1;A7;;
Train861;d5 17:28:0;ExitResource;TrackGroup1;A7;;
Train861;d5 17:28:0;EnterResource;Platform7;B1;;
Train861;d5 17:28:0;Arrival;Platform7;;Arrival861;
Train861;d5 17:28:0;ExitResource;Platform7;B1;;
Train861;d5 16:35:0;EnterResource;Platform7;B1;;
Train861;d5 16:35:0;Departure;Platform7;;Dep850;
Train861;d5 16:35:0;ExitResource;Platform7;B1;;
Train861;d5 16:35:0;EnterResource;TrackGroup1;A7;;
Train861;d5 16:35:0;ExitResource;TrackGroup1;B9;;
Train861;d5 16:35:0;EnterResource;TrackGroup3;A1;;
Train861;d5 16:35:0;ExitResource;TrackGroup3;B1;;
Train861;d5 16:35:0;EnterResource;TrackGroup6;A1;;
Train861;d5 16:35:0;ExitResource;TrackGroup6;B1;;
Train861;d5 16:35:0;EnterResource;TrackGroup7;A3;;
Train861;d5 16:35:0;ExitResource;TrackGroup7;B7;;
Train861;d5 16:35:0;ExitSystem;TrackGroup7;;;
Train862;d5 17:30:0;EnterSystem;TrackGroup7;;;
Train862;d5 17:30:0;EnterResource;TrackGroup7;B1;;
Train862;d5 17:30:0;ExitResource;TrackGroup7;A3;;
Train862;d5 17:30:0;EnterResource;TrackGroup6;B1;;
Train862;d5 17:30:0;ExitResource;TrackGroup6;A1;;
Train862;d5 17:30:0;EnterResource;TrackGroup3;B1;;
Train862;d5 17:30:0;ExitResource;TrackGroup3;A1;;
Train862;d5 17:30:0;EnterResource;TrackGroup1;B9;;
Train862;d5 17:30:0;ExitResource;TrackGroup1;A7;;
Train862;d5 17:30:0;EnterResource;Platform7;B1;;
Train862;d5 17:30:0;Arrival;Platform7;;Arrival862;
Train862;d5 17:30:0;ExitResource;Platform7;B1;;
Train862;d5 16:35:0;EnterResource;Platform7;B1;;
Train862;d5 16:35:0;Departure;Platform7;;Dep852;
Train862;d5 16:35:0;ExitResource;Platform7;B1;;
Train862;d5 16:35:0;EnterResource;TrackGroup1;A1;;
Train862;d5 16:35:0;ExitResource;TrackGroup1;B9;;
Train862;d5 16:35:0;EnterResource;TrackGroup3;A1;;
Train862;d5 16:35:0;ExitResource;TrackGroup3;B5;;
Train862;d5 16:35:0;EnterResource;TrackGroup8;A1;;
Train862;d5 16:35:0;ExitResource;TrackGroup8;B3;;
Train862;d5 16:35:0;EnterResource;TrackGroup10;A1;;
Train862;d5 16:35:0;ExitResource;TrackGroup10;B1;;
Train862;d5 16:35:0;ExitSystem;TrackGroup10;;;
Train863;d5 17:46:0;EnterSystem;TrackGroup7;;;
Train863;d5 17:46:0;EnterResource;TrackGroup7;B1;;
Train863;d5 17:46:0;ExitResource;TrackGroup7;A3;;
Train863;d5 17:46:0;EnterResource;TrackGroup6;B1;;
Train863;d5 17:46:0;ExitResource;TrackGroup6;A1;;
Train863;d5 17:46:0;EnterResource;TrackGroup3;B1;;
Train863;d5 17:46:0;ExitResource;TrackGroup3;A1;;
Train863;d5 17:46:0;EnterResource;TrackGroup1;B9;;
Train863;d5 17:46:0;ExitResource;TrackGroup1;A7;;
Train863;d5 17:46:0;EnterResource;Platform7;B1;;
Train863;d5 17:46:0;Arrival;Platform7;;Arrival863;
Train863;d5 17:46:0;ExitResource;Platform7;B1;;
Train863;d6 6:48:0;EnterResource;Platform7;B1;;
Train863;d6 6:48:0;Departure;Platform7;;Dep938;
Train863;d6 6:48:0;ExitResource;Platform7;B1;;
Train863;d6 6:48:0;EnterResource;TrackGroup1;A7;;
Train863;d6 6:48:0;ExitResource;TrackGroup1;B9;;
Train863;d6 6:48:0;EnterResource;TrackGroup3;A1;;
Train863;d6 6:48:0;ExitResource;TrackGroup3;B1;;
Train863;d6 6:48:0;EnterResource;TrackGroup6;A1;;
Train863;d6 6:48:0;ExitResource;TrackGroup6;B1;;
Train863;d6 6:48:0;EnterResource;TrackGroup7;A3;;
Train863;d6 6:48:0;ExitResource;TrackGroup7;B7;;
Train863;d6 6:48:0;ExitSystem;TrackGroup7;;;
Train864;d5 17:46:0;EnterSystem;TrackGroup7;;;
Train864;d5 17:46:0;EnterResource;TrackGroup7;B1;;
Train864;d5 17:46:0;ExitResource;TrackGroup7;A3;;
Train864;d5 17:46:0;EnterResource;TrackGroup6;B1;;
Train864;d5 17:46:0;ExitResource;TrackGroup6;A1;;
Train864;d5 17:46:0;EnterResource;TrackGroup3;B1;;
Train864;d5 17:46:0;ExitResource;TrackGroup3;A1;;
Train864;d5 17:46:0;EnterResource;TrackGroup1;B9;;
Train864;d5 17:46:0;ExitResource;TrackGroup1;A7;;
Train864;d5 17:46:0;EnterResource;Platform7;B1;;
Train864;d5 17:46:0;Arrival;Platform7;;Arrival864;
Train864;d5 17:46:0;ExitResource;Platform7;B1;;
Train864;d6 11:5:0;EnterResource;Platform7;B1;;
Train864;d6 11:5:0;Departure;Platform7;;Dep967;
Train864;d6 11:5:0;ExitResource;Platform7;B1;;
Train864;d6 11:5:0;EnterResource;TrackGroup1;A1;;
Train864;d6 11:5:0;ExitResource;TrackGroup1;B9;;
Train864;d6 11:5:0;EnterResource;TrackGroup3;A1;;
Train864;d6 11:5:0;ExitResource;TrackGroup3;B5;;
Train864;d6 11:5:0;EnterResource;TrackGroup8;A1;;
Train864;d6 11:5:0;ExitResource;TrackGroup8;B3;;
Train864;d6 11:5:0;EnterResource;TrackGroup10;A1;;
Train864;d6 11:5:0;ExitResource;TrackGroup10;B1;;
Train864;d6 11:5:0;ExitSystem;TrackGroup10;;;
Train865;d5 17:50:0;EnterSystem;TrackGroup10;;;
Train865;d5 17:50:0;EnterResource;TrackGroup10;B1;;
Train865;d5 17:50:0;ExitResource;TrackGroup10;A3;;
Train865;d5 17:50:0;EnterResource;TrackGroup8;B1;;
Train865;d5 17:50:0;ExitResource;TrackGroup8;A1;;
Train865;d5 17:50:0;EnterResource;TrackGroup3;B1;;
Train865;d5 17:50:0;ExitResource;TrackGroup3;A1;;
Train865;d5 17:50:0;EnterResource;TrackGroup1;A7;;
Train865;d5 17:50:0;ExitResource;TrackGroup1;A7;;
Train865;d5 17:50:0;EnterResource;Platform7;B1;;
Train865;d5 17:50:0;Arrival;Platform7;;Arrival865;
Train865;d5 17:50:0;ExitResource;Platform7;B1;;
Train865;d5 18:8:0;EnterResource;Platform7;B1;;
Train865;d5 18:8:0;Departure;Platform7;;Dep880;
Train865;d5 18:8:0;ExitResource;Platform7;B1;;
Train865;d5 18:8:0;EnterResource;TrackGroup1;A7;;
Train865;d5 18:8:0;ExitResource;TrackGroup1;B9;;
Train865;d5 18:8:0;EnterResource;TrackGroup3;A1;;
Train865;d5 18:8:0;ExitResource;TrackGroup3;B1;;
Train865;d5 18:8:0;EnterResource;TrackGroup6;A1;;
Train865;d5 18:8:0;ExitResource;TrackGroup6;B1;;
Train865;d5 18:8:0;EnterResource;TrackGroup7;A3;;
Train865;d5 18:8:0;ExitResource;TrackGroup7;B7;;
Train865;d5 18:8:0;ExitSystem;TrackGroup7;;;
Train866;d5 17:50:0;EnterSystem;TrackGroup7;;;
Train866;d5 17:50:0;EnterResource;TrackGroup7;B1;;
Train866;d5 17:50:0;ExitResource;TrackGroup7;A3;;
Train866;d5 17:50:0;EnterResource;TrackGroup6;B1;;
Train866;d5 17:50:0;ExitResource;TrackGroup6;A1;;
Train866;d5 17:50:0;EnterResource;TrackGroup3;B1;;
Train866;d5 17:50:0;ExitResource;TrackGroup3;A1;;
Train866;d5 17:50:0;EnterResource;TrackGroup1;B9;;
Train866;d5 17:50:0;ExitResource;TrackGroup1;A7;;
Train866;d5 17:50:0;EnterResource;Platform7;B1;;
Train866;d5 17:50:0;Arrival;Platform7;;Arrival866;
Train866;d5 17:50:0;ExitResource;Platform7;B1;;
Train866;d5 18:5:0;EnterResource;Platform7;B1;;
Train866;d5 18:5:0;Departure;Platform7;;Dep878;
Train866;d5 18:5:0;ExitResource;Platform7;B1;;
Train866;d5 18:5:0;EnterResource;TrackGroup1;A7;;
Train866;d5 18:5:0;ExitResource;TrackGroup1;B9;;
Train866;d5 18:5:0;EnterResource;TrackGroup3;A1;;
Train866;d5 18:5:0;ExitResource;TrackGroup3;B1;;
Train866;d5 18:5:0;EnterResource;TrackGroup6;A1;;
Train866;d5 18:5:0;ExitResource;TrackGroup6;B1;;
Train866;d5 18:5:0;EnterResource;TrackGroup7;A3;;
Train866;d5 18:5:0;ExitResource;TrackGroup7;B7;;
Train866;d5 18:5:0;ExitSystem;TrackGroup7;;;
Train867;d5 17:50:0;EnterSystem;TrackGroup7;;;
Train867;d5 17:50:0;EnterResource;TrackGroup7;B1;;
Train867;d5 17:50:0;ExitResource;TrackGroup7;A3;;
Train867;d5 17:50:0;EnterResource;TrackGroup6;B1;;
Train867;d5 17:50:0;ExitResource;TrackGroup6;A1;;
Train867;d5 17:50:0;EnterResource;TrackGroup3;B1;;
Train867;d5 17:50:0;ExitResource;TrackGroup3;A1;;
Train867;d5 17:50:0;EnterResource;TrackGroup1;B9;;
Train867;d5 17:50:0;ExitResource;TrackGroup1;A7;;
Train867;d5 17:50:0;EnterResource;Platform7;B1;;
Train867;d5 17:50:0;Arrival;Platform7;;Arrival867;
Train867;d5 17:50:0;ExitResource;Platform7;B1;;
Train867;d5 18:10:0;EnterResource;Platform7;B1;;
Train867;d5 18:10:0;Departure;Platform7;;Dep881;
Train867;d5 18:10:0;ExitResource;Platform7;B1;;
Train867;d5 18:10:0;EnterResource;TrackGroup1;A7;;
Train867;d5 18:10:0;ExitResource;TrackGroup1;B9;;
Train867;d5 18:10:0;EnterResource;TrackGroup3;A1;;
Train867;d5 18:10:0;ExitResource;TrackGroup3;B1;;
Train867;d5 18:10:0;EnterResource;TrackGroup6;A1;;
Train867;d5 18:10:0;ExitResource;TrackGroup6;B1;;
Train867;d5 18:10:0;EnterResource;TrackGroup7;A3;;
Train867;d5 18:10:0;ExitResource;TrackGroup7;B7;;
Train867;d5 18:10:0;ExitSystem;TrackGroup7;;;
Train868;d5 17:54:0;EnterSystem;TrackGroup7;;;
Train868;d5 17:54:0;EnterResource;TrackGroup7;B1;;
Train868;d5 17:54:0;ExitResource;TrackGroup7;A3;;
Train868;d5 17:54:0;EnterResource;TrackGroup6;B1;;
Train868;d5 17:54:0;ExitResource;TrackGroup6;A1;;
Train868;d5 17:54:0;EnterResource;TrackGroup3;B1;;
Train868;d5 17:54:0;ExitResource;TrackGroup3;A1;;
Train868;d5 17:54:0;EnterResource;TrackGroup1;B9;;
Train868;d5 17:54:0;ExitResource;TrackGroup1;A7;;
Train868;d5 17:54:0;EnterResource;Platform7;B1;;
Train868;d5 17:54:0;Arrival;Platform7;;Arrival868;
Train868;d5 17:54:0;ExitResource;Platform7;B1;;
Train868;d5 16:41:0;EnterResource;Platform7;B1;;
Train868;d5 16:41:0;Departure;Platform7;;Dep854;
Train868;d5 16:41:0;ExitResource;Platform7;B1;;
Train868;d5 16:41:0;EnterResource;TrackGroup1;A1;;
Train868;d5 16:41:0;ExitResource;TrackGroup1;B9;;
Train868;d5 16:41:0;EnterResource;TrackGroup3;A1;;
Train868;d5 16:41:0;ExitResource;TrackGroup3;B5;;
Train868;d5 16:41:0;EnterResource;TrackGroup8;A1;;
Train868;d5 16:41:0;ExitResource;TrackGroup8;B3;;
Train868;d5 16:41:0;EnterResource;TrackGroup10;A1;;
Train868;d5 16:41:0;ExitResource;TrackGroup10;B1;;
Train868;d5 16:41:0;ExitSystem;TrackGroup10;;;
Train869;d5 17:54:0;EnterSystem;TrackGroup7;;;
Train869;d5 17:54:0;EnterResource;TrackGroup7;B1;;
Train869;d5 17:54:0;ExitResource;TrackGroup7;A3;;
Train869;d5 17:54:0;EnterResource;TrackGroup6;B1;;
Train869;d5 17:54:0;ExitResource;TrackGroup6;A1;;
Train869;d5 17:54:0;EnterResource;TrackGroup3;B1;;
Train869;d5 17:54:0;ExitResource;TrackGroup3;A1;;
Train869;d5 17:54:0;EnterResource;TrackGroup1;B9;;
Train869;d5 17:54:0;ExitResource;TrackGroup1;A7;;
Train869;d5 17:54:0;EnterResource;Platform7;B1;;
Train869;d5 17:54:0;Arrival;Platform7;;Arrival869;
Train869;d5 17:54:0;ExitResource;Platform7;B1;;
Train869;d5 16:45:0;EnterResource;Platform7;B1;;
Train869;d5 16:45:0;Departure;Platform7;;Dep856;
Train869;d5 16:45:0;ExitResource;Platform7;B1;;
Train869;d5 16:45:0;EnterResource;TrackGroup1;A7;;
Train869;d5 16:45:0;ExitResource;TrackGroup1;B9;;
Train869;d5 16:45:0;EnterResource;TrackGroup3;A1;;
Train869;d5 16:45:0;ExitResource;TrackGroup3;B1;;
Train869;d5 16:45:0;EnterResource;TrackGroup6;A1;;
Train869;d5 16:45:0;ExitResource;TrackGroup6;B1;;
Train869;d5 16:45:0;EnterResource;TrackGroup7;A3;;
